Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
23.0,25.0,4,Laptop & Accessory,2,Married,3,1,8.0,193.04,0
1.0,27.0,4,Laptop & Accessory,3,Single,3,0,,224.81,0
5.0,12.0,4,Laptop & Accessory,5,Single,2,0,,224.36,0
17.0,7.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33,0
16.0,15.0,4,Others,2,Married,3,0,10.0,309.3,0
1.0,7.0,5,Laptop & Accessory,5,Divorced,7,0,1.0,167.98,0
8.0,17.0,4,Mobile Phone,3,Married,3,1,1.0,147.2,0
16.0,9.0,6,Others,1,Married,3,0,10.0,323.45,1
,9.0,3,Mobile Phone,3,Single,2,0,0.0,114.19999999999999,1
7.0,15.0,5,Mobile Phone,1,Single,2,0,3.0,148.42,0
18.0,10.0,5,Fashion,3,Married,5,0,3.0,197.56,0
23.0,13.0,5,Grocery,3,Married,4,1,13.0,264.66,0
4.0,23.0,2,Laptop & Accessory,3,Married,5,0,8.0,177.94,0
23.0,6.0,3,Others,1,Married,4,0,6.0,295.17,0
23.0,14.0,4,Fashion,4,Married,5,0,,229.66,0
1.0,17.0,2,Mobile Phone,3,Married,4,0,3.0,145.73,0
23.0,29.0,4,Grocery,4,Married,5,0,3.0,289.13,0
4.0,15.0,3,Fashion,4,Married,2,0,8.0,206.48000000000002,0
0.0,19.0,3,Laptop & Accessory,5,Married,3,0,2.0,142.33,1
6.0,9.0,4,Mobile Phone,5,Married,3,0,1.0,153.27,0
21.0,22.0,3,Laptop & Accessory,3,Married,9,0,7.0,164.39,0
6.0,7.0,5,Mobile Phone,4,Married,8,0,3.0,148.32,0
,31.0,3,Mobile,4,Married,2,1,8.0,120.22,1
19.0,6.0,3,Mobile,5,Single,7,0,7.0,134.23,0
20.0,9.0,4,Others,5,Single,5,0,2.0,314.47,0
4.0,15.0,3,Fashion,4,Married,2,0,8.0,206.48000000000002,0
1.0,12.0,3,Mobile Phone,4,Married,3,1,3.0,148.28,0
7.0,22.0,4,Laptop & Accessory,1,Married,2,1,2.0,37.0,0
0.0,8.0,3,Mobile,5,Divorced,8,0,7.0,127.07,1
18.0,8.0,4,Grocery,1,Married,10,0,8.0,267.92,0
1.0,11.0,5,Mobile Phone,3,Single,7,0,3.0,163.94,1
15.0,34.0,4,Laptop & Accessory,1,Married,1,0,4.0,145.23,0
26.0,9.0,5,Mobile Phone,1,Single,9,0,3.0,157.12,0
5.0,14.0,5,Fashion,3,Divorced,3,0,,214.43,0
14.0,26.0,4,Laptop & Accessory,1,Married,10,1,8.0,152.41,0
,13.0,1,Mobile,1,Married,5,0,2.0,120.88999999999999,0
6.0,34.0,3,Laptop & Accessory,3,Married,2,1,7.0,152.07,0
17.0,9.0,4,Laptop & Accessory,1,Married,3,1,9.0,203.47,0
0.0,,4,Mobile,5,Married,5,1,0.0,123.35,1
1.0,30.0,2,Mobile Phone,1,Married,3,1,5.0,152.25,0
14.0,19.0,4,Laptop & Accessory,5,Married,4,0,8.0,169.48,0
13.0,12.0,3,Grocery,1,Single,2,1,7.0,264.37,0
14.0,21.0,5,Others,3,Single,3,0,10.0,321.26,0
13.0,8.0,3,Laptop & Accessory,4,Married,8,0,3.0,157.15,0
0.0,8.0,5,Mobile,2,Divorced,6,1,2.0,134.64,1
19.0,7.0,3,Mobile,5,Single,7,0,7.0,134.23,0
8.0,8.0,4,Fashion,4,Married,3,0,4.0,202.74,0
17.0,35.0,3,Laptop & Accessory,1,Single,2,0,17.0,145.41,0
4.0,23.0,4,Mobile Phone,1,Married,3,0,9.0,153.62,0
1.0,19.0,4,Laptop & Accessory,1,Single,5,1,8.0,170.81,1
8.0,9.0,4,Laptop & Accessory,5,Single,2,1,3.0,170.38,0
1.0,16.0,5,Mobile Phone,4,Married,3,0,1.0,151.94,0
14.0,23.0,4,Fashion,1,Single,8,1,4.0,204.45,0
23.0,23.0,4,Mobile Phone,5,Married,6,1,3.0,150.87,0
6.0,6.0,4,Mobile,5,Single,4,1,2.0,127.99000000000001,0
1.0,29.0,4,Mobile Phone,3,Married,6,1,2.0,146.32,1
26.0,,3,Laptop & Accessory,2,Single,3,0,2.0,124.5,0
5.0,14.0,4,Laptop & Accessory,5,Divorced,3,0,13.0,168.06,0
19.0,9.0,4,Others,5,Divorced,7,1,5.0,323.59,1
,15.0,3,Mobile,1,Married,2,0,4.0,120.69999999999999,0
15.0,10.0,3,Others,2,Divorced,2,0,15.0,292.32,0
4.0,16.0,4,Laptop & Accessory,1,Married,2,1,8.0,188.47,0
21.0,28.0,3,Grocery,1,Married,4,0,7.0,271.74,0
13.0,22.0,3,Fashion,1,Single,7,1,3.0,179.45,0
23.0,23.0,4,Fashion,5,Married,6,0,11.0,232.69,0
7.0,14.0,4,Laptop & Accessory,4,Married,2,0,3.0,168.02,0
0.0,,4,Mobile,5,Single,8,0,0.0,125.61000000000001,1
14.0,17.0,5,Laptop & Accessory,4,Married,9,0,4.0,193.52,0
0.0,10.0,4,Laptop & Accessory,5,Divorced,2,0,3.0,142.56,0
0.0,16.0,3,Laptop & Accessory,3,Married,2,1,3.0,142.6,0
1.0,10.0,5,Mobile Phone,1,Single,2,0,2.0,145.45,0
23.0,9.0,3,Others,4,Married,2,0,7.0,282.0,0
1.0,14.0,4,Mobile Phone,1,Single,3,0,8.0,150.7,0
0.0,,4,Mobile,1,Single,2,1,0.0,124.38999999999999,1
5.0,15.0,4,Grocery,4,Single,5,0,1.0,289.22,0
6.0,20.0,4,Laptop & Accessory,1,Married,4,0,4.0,169.03,0
6.0,6.0,1,Laptop & Accessory,5,Married,2,0,8.0,140.37,0
0.0,11.0,4,Mobile,3,Single,1,0,0.0,129.66,0
4.0,23.0,4,Laptop & Accessory,3,Married,10,0,3.0,178.01,0
3.0,,3,Mobile,2,Single,1,0,7.0,125.63999999999999,0
14.0,27.0,4,Fashion,1,Married,6,0,,228.22,0
,26.0,3,Mobile,4,Married,1,1,4.0,121.47999999999999,1
0.0,21.0,3,Fashion,3,Divorced,8,1,7.0,236.10000000000002,1
,15.0,3,Mobile Phone,5,Married,2,0,0.0,117.9,1
9.0,21.0,5,Laptop & Accessory,1,Married,2,0,11.0,154.06,0
10.0,11.0,5,Laptop & Accessory,2,Single,3,0,9.0,183.1,0
7.0,28.0,2,Mobile Phone,4,Married,3,0,14.0,145.28,0
20.0,14.0,4,Mobile Phone,3,Married,10,0,9.0,148.39,1
25.0,18.0,5,Grocery,4,Single,5,0,4.0,256.42,0
21.0,21.0,4,Laptop & Accessory,4,Married,10,0,8.0,179.67,0
12.0,7.0,2,Mobile Phone,3,Married,3,0,1.0,153.44,0
13.0,30.0,3,Laptop & Accessory,1,Married,2,0,7.0,133.19,0
9.0,8.0,5,Laptop & Accessory,1,Married,2,0,1.0,178.63,0
16.0,9.0,4,Grocery,3,Divorced,2,1,11.0,303.61,0
19.0,31.0,4,Mobile Phone,4,Single,3,0,5.0,146.77,0
13.0,10.0,2,Laptop & Accessory,4,Married,11,0,7.0,188.89,0
22.0,9.0,2,Mobile Phone,4,Single,7,0,1.0,150.59,0
0.0,9.0,3,Mobile Phone,3,Single,2,0,7.0,140.84,1
13.0,7.0,5,Grocery,1,Married,3,0,9.0,252.42000000000002,0
13.0,14.0,4,Fashion,4,Married,3,0,8.0,237.57,0
3.0,12.0,5,Laptop & Accessory,4,Married,3,1,10.0,166.87,0
18.0,19.0,1,Grocery,3,Single,7,1,8.0,236.95,1
1.0,12.0,4,Others,3,Married,8,0,1.0,308.03,0
12.0,7.0,4,Mobile Phone,4,Married,2,1,3.0,154.91,0
4.0,8.0,4,Mobile Phone,4,Married,3,0,8.0,162.48,0
19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04,0
9.0,6.0,3,Laptop & Accessory,1,Married,2,1,11.0,162.01,0
0.0,6.0,4,Laptop & Accessory,5,Divorced,6,0,0.0,142.98,0
8.0,5.0,3,Fashion,5,Married,2,0,8.0,190.69,0
1.0,15.0,4,Mobile Phone,5,Married,3,1,1.0,148.98,1
10.0,15.0,4,Fashion,3,Married,3,0,,225.96,0
22.0,9.0,4,Laptop & Accessory,5,Married,5,0,2.0,147.89,0
8.0,24.0,3,Laptop & Accessory,3,Married,2,1,2.0,156.89,0
1.0,19.0,4,Mobile Phone,2,Divorced,3,1,1.0,150.15,1
1.0,16.0,5,Mobile Phone,5,Single,9,0,4.0,159.07,1
18.0,7.0,2,Laptop & Accessory,5,Married,4,0,3.0,175.33,0
4.0,7.0,4,Laptop & Accessory,1,Single,3,0,8.0,165.11,0
12.0,9.0,4,Mobile Phone,3,Divorced,8,1,2.0,155.57,0
22.0,9.0,4,Laptop & Accessory,1,Married,4,0,8.0,165.51,0
2.0,25.0,4,Laptop & Accessory,3,Married,2,0,4.0,186.2,0
1.0,10.0,3,Laptop & Accessory,2,Married,3,1,5.0,171.47,0
1.0,7.0,3,Mobile,1,Married,2,0,2.0,127.06,0
3.0,34.0,4,Laptop & Accessory,3,Married,6,0,2.0,168.35,0
16.0,8.0,4,Fashion,1,Married,1,0,9.0,201.69,1
14.0,13.0,3,Laptop & Accessory,3,Single,7,0,1.0,150.03,0
12.0,12.0,3,Fashion,4,Single,5,0,2.0,183.76,0
10.0,10.0,3,Mobile Phone,2,Married,5,0,8.0,0.0,0
18.0,35.0,3,Mobile,1,Single,6,0,3.0,134.52,0
20.0,10.0,3,Laptop & Accessory,2,Single,2,1,7.0,141.63,0
1.0,25.0,4,Laptop & Accessory,3,Married,2,1,3.0,171.14,1
26.0,,3,Laptop & Accessory,1,Single,3,0,2.0,124.5,0
9.0,15.0,1,Mobile,4,Married,2,0,2.0,128.1,0
21.0,6.0,1,Grocery,2,Single,3,0,1.0,268.85,0
2.0,8.0,3,Grocery,1,Married,8,0,,221.69,1
16.0,12.0,4,Others,3,Married,8,0,14.0,293.92,0
1.0,16.0,3,Mobile Phone,4,Married,2,0,0.0,110.52000000000001,0
7.0,14.0,1,Laptop & Accessory,3,Married,2,0,8.0,167.99,0
20.0,9.0,4,Fashion,1,Married,6,1,,228.68,0
30.0,7.0,4,Laptop & Accessory,3,Married,3,0,10.0,188.06,0
16.0,33.0,4,Fashion,5,Married,5,1,1.0,256.91,0
1.0,8.0,4,Mobile Phone,5,Single,2,0,7.0,153.67,0
1.0,35.0,5,Laptop & Accessory,4,Divorced,2,0,7.0,165.49,0
1.0,7.0,4,Laptop & Accessory,4,Married,3,0,5.0,188.97,0
20.0,31.0,4,Mobile Phone,1,Single,3,0,1.0,150.87,1
27.0,23.0,3,Fashion,3,Married,9,0,8.0,207.39,0
30.0,16.0,4,Grocery,1,Married,9,0,2.0,236.02999999999997,0
3.0,10.0,5,Fashion,3,Married,3,0,8.0,244.35000000000002,0
12.0,15.0,3,Others,1,Single,3,0,3.0,294.31,0
3.0,13.0,3,Mobile,4,Single,1,0,2.0,129.83,0
27.0,30.0,4,Grocery,2,Single,8,0,9.0,267.75,0
24.0,7.0,4,Grocery,1,Married,11,0,4.0,298.99,0
28.0,10.0,3,Laptop & Accessory,3,Married,1,1,2.0,140.35,0
1.0,17.0,4,Laptop & Accessory,3,Married,3,1,4.0,167.6,0
9.0,11.0,3,Laptop & Accessory,4,Single,9,0,7.0,159.14,0
8.0,15.0,2,Laptop & Accessory,3,Married,4,0,3.0,169.04,0
14.0,15.0,4,Laptop & Accessory,3,Divorced,5,1,4.0,192.96,1
21.0,11.0,4,Laptop & Accessory,2,Single,3,1,8.0,166.63,0
1.0,12.0,4,Mobile Phone,4,Single,2,0,3.0,149.22,1
4.0,29.0,4,Laptop & Accessory,1,Married,1,0,8.0,155.82,0
13.0,9.0,4,Mobile,3,Married,2,1,2.0,126.83000000000001,1
20.0,20.0,3,Laptop & Accessory,5,Single,3,0,7.0,149.6,0
14.0,35.0,5,Fashion,5,Married,6,1,1.0,233.54000000000002,1
27.0,26.0,3,Laptop & Accessory,3,Single,4,0,3.0,148.69,0
14.0,16.0,4,Fashion,3,Single,11,0,14.0,259.99,0
2.0,34.0,4,Mobile Phone,5,Single,2,0,4.0,137.85,0
0.0,16.0,3,Laptop & Accessory,3,Married,2,1,3.0,142.6,0
3.0,16.0,2,Mobile Phone,3,Married,8,0,1.0,149.51,0
1.0,25.0,5,Mobile Phone,2,Single,3,1,2.0,148.89,1
13.0,9.0,4,Fashion,3,Single,2,0,9.0,234.38,0
1.0,17.0,2,Mobile Phone,3,Single,3,0,3.0,160.05,0
4.0,13.0,4,Fashion,1,Married,10,0,,215.57,0
8.0,28.0,2,Laptop & Accessory,1,Single,3,0,8.0,178.37,0
1.0,14.0,4,Mobile Phone,4,Single,3,0,1.0,151.79,1
14.0,12.0,5,Fashion,5,Married,7,1,,229.75,0
5.0,12.0,4,Laptop & Accessory,1,Married,3,0,3.0,179.76,0
14.0,15.0,4,Laptop & Accessory,5,Married,4,1,1.0,190.16,0
0.0,35.0,3,Laptop & Accessory,3,Married,6,0,0.0,143.06,0
8.0,27.0,3,Laptop & Accessory,2,Divorced,2,1,7.0,140.14,0
16.0,10.0,2,Laptop & Accessory,2,Divorced,4,1,4.0,177.31,0
2.0,14.0,4,Laptop & Accessory,5,Single,2,0,4.0,173.98,0
19.0,7.0,5,Fashion,3,Married,5,0,5.0,232.48000000000002,0
,29.0,3,Mobile,1,Single,10,0,2.0,122.00999999999999,0
1.0,24.0,4,Mobile Phone,4,Married,2,1,2.0,155.58,0
4.0,9.0,6,Laptop & Accessory,1,Single,4,0,3.0,185.91,0
31.0,7.0,6,Fashion,1,Married,5,0,1.0,233.82999999999998,0
30.0,27.0,3,Grocery,1,Married,5,1,0.0,278.75,0
11.0,13.0,4,Laptop & Accessory,1,Married,6,0,2.0,190.02,0
9.0,7.0,5,Laptop & Accessory,5,Single,2,0,9.0,168.12,0
14.0,16.0,4,Others,1,Married,4,0,6.0,291.41,0
,28.0,5,Mobile Phone,3,Married,2,0,0.0,115.55000000000001,1
9.0,7.0,4,Fashion,3,Single,3,0,,212.89,0
4.0,22.0,5,Fashion,5,Married,4,0,8.0,196.4,0
0.0,28.0,3,Mobile,3,Single,2,0,2.0,134.47,0
0.0,32.0,4,Laptop & Accessory,5,Single,6,0,1.0,166.96,1
2.0,8.0,4,Mobile Phone,5,Single,3,1,0.0,136.46,1
2.0,36.0,4,Laptop & Accessory,5,Married,9,1,1.0,191.73,1
28.0,26.0,3,Laptop & Accessory,1,Married,4,1,8.0,154.15,0
2.0,6.0,3,Fashion,2,Divorced,2,0,1.0,179.18,0
0.0,9.0,1,Laptop & Accessory,1,Married,2,1,4.0,146.47,0
2.0,26.0,3,Mobile Phone,1,Married,2,0,10.0,138.12,0
23.0,14.0,3,Mobile Phone,4,Married,8,0,2.0,138.75,0
2.0,8.0,3,Mobile,4,Married,1,0,4.0,127.03,0
0.0,24.0,3,Laptop & Accessory,3,Married,1,1,2.0,146.14,1
15.0,8.0,3,Grocery,5,Married,1,0,7.0,276.65,0
8.0,14.0,4,Fashion,1,Married,5,1,12.0,203.77,0
7.0,9.0,4,Laptop & Accessory,1,Married,4,1,1.0,181.03,0
16.0,13.0,3,Fashion,5,Divorced,9,0,0.0,199.85,0
13.0,20.0,5,Grocery,4,Married,8,1,3.0,296.23,0
13.0,20.0,3,Laptop & Accessory,5,Married,2,0,2.0,146.39,0
19.0,20.0,3,Mobile Phone,4,Divorced,10,1,3.0,149.63,1
9.0,13.0,6,Laptop & Accessory,2,Single,3,0,9.0,191.46,0
29.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,0
,15.0,3,Mobile,2,Single,2,0,1.0,122.88,0
16.0,33.0,4,Fashion,5,Divorced,5,1,1.0,256.91,0
4.0,8.0,3,Fashion,3,Married,2,1,6.0,198.52,0
10.0,15.0,4,Laptop & Accessory,1,Married,6,0,8.0,175.79,0
1.0,12.0,4,Mobile Phone,3,Single,3,1,3.0,159.41,1
9.0,13.0,1,Laptop & Accessory,5,Married,3,0,13.0,146.39,0
0.0,29.0,4,Laptop & Accessory,3,Married,4,1,1.0,159.16,1
26.0,9.0,3,Grocery,3,Divorced,4,1,3.0,275.84,0
1.0,9.0,4,Mobile Phone,5,Married,2,0,3.0,155.41,1
17.0,35.0,3,Laptop & Accessory,2,Single,2,0,17.0,145.41,0
1.0,30.0,5,Laptop & Accessory,3,Married,5,1,2.0,184.16,1
13.0,26.0,3,Fashion,1,Married,5,0,1.0,203.22,0
2.0,14.0,4,Laptop & Accessory,1,Married,2,1,2.0,150.56,0
1.0,15.0,4,Mobile Phone,1,Single,3,0,5.0,159.45,0
16.0,20.0,3,Grocery,5,Divorced,7,0,0.0,271.59,0
5.0,9.0,3,Laptop & Accessory,5,Married,2,0,3.0,167.25,0
0.0,,3,Mobile,1,Single,1,1,2.0,123.78999999999999,0
5.0,8.0,3,Mobile,1,Single,1,0,6.0,130.68,0
0.0,32.0,4,Mobile,3,Married,2,1,3.0,128.14,0
16.0,28.0,4,Laptop & Accessory,3,Married,4,0,3.0,177.65,0
4.0,6.0,3,Laptop & Accessory,1,Single,9,1,5.0,159.93,1
8.0,13.0,3,Laptop & Accessory,1,Married,2,1,9.0,152.04,0
0.0,13.0,3,Mobile,4,Single,2,0,0.0,126.78999999999999,1
0.0,,3,Mobile,4,Single,2,1,2.0,124.78,0
11.0,7.0,4,Mobile Phone,1,Single,3,0,8.0,146.15,0
20.0,14.0,4,Mobile Phone,3,Married,10,0,9.0,148.39,1
3.0,10.0,4,Mobile Phone,5,Single,3,1,6.0,172.23,0
11.0,9.0,3,Mobile,3,Divorced,4,0,2.0,128.21,0
4.0,14.0,4,Mobile Phone,4,Single,2,0,3.0,154.83,0
,22.0,5,Mobile,5,Married,2,1,0.0,123.07,1
0.0,14.0,4,Mobile Phone,3,Single,2,1,2.0,139.89,1
8.0,10.0,4,Laptop & Accessory,4,Married,3,0,10.0,179.33,0
5.0,7.0,6,Laptop & Accessory,5,Married,3,0,8.0,175.03,0
1.0,21.0,4,Mobile Phone,3,Single,3,0,1.0,140.14,0
6.0,9.0,4,Laptop & Accessory,4,Married,2,0,7.0,179.7,0
9.0,10.0,4,Laptop & Accessory,1,Single,2,0,8.0,158.1,0
12.0,13.0,5,Mobile Phone,3,Married,3,0,5.0,162.02,0
0.0,29.0,3,Mobile,2,Married,2,0,2.0,128.86,0
0.0,6.0,3,Laptop & Accessory,4,Married,1,1,4.0,163.49,0
14.0,7.0,3,Mobile,1,Married,4,0,0.0,127.82,0
2.0,7.0,3,Mobile Phone,1,Married,2,0,2.0,137.6,0
1.0,7.0,4,Mobile Phone,4,Single,3,1,5.0,157.02,1
4.0,11.0,3,Mobile Phone,2,Divorced,1,1,3.0,148.21,0
1.0,9.0,2,Laptop & Accessory,2,Divorced,3,0,4.0,179.72,0
5.0,14.0,4,Laptop & Accessory,4,Married,2,1,9.0,152.28,0
22.0,6.0,4,Grocery,3,Single,8,1,7.0,239.64,0
7.0,,3,Mobile,4,Married,2,1,3.0,123.41999999999999,1
1.0,7.0,5,Mobile Phone,5,Single,8,0,8.0,148.62,1
6.0,20.0,5,Mobile Phone,4,Married,3,0,3.0,159.0,0
0.0,7.0,5,Laptop & Accessory,4,Single,7,0,0.0,167.35,1
17.0,6.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33,0
18.0,6.0,3,Fashion,4,Married,2,0,7.0,174.41,0
17.0,10.0,6,Others,2,Divorced,5,0,8.0,322.4,0
15.0,16.0,4,Others,3,Married,4,0,12.0,319.19,0
25.0,21.0,4,Laptop & Accessory,1,Married,6,0,8.0,174.36,0
13.0,27.0,4,Laptop & Accessory,1,Married,4,0,3.0,166.27,0
8.0,17.0,4,Laptop & Accessory,3,Married,3,1,8.0,165.01,0
1.0,9.0,4,Mobile Phone,5,Married,3,1,1.0,145.74,1
,22.0,5,Mobile,5,Married,2,1,0.0,123.07,1
3.0,11.0,4,Mobile Phone,1,Married,10,0,3.0,137.61,0
11.0,8.0,3,Mobile,3,Divorced,7,1,1.0,130.57,0
1.0,9.0,5,Mobile Phone,1,Single,3,0,1.0,150.64,1
0.0,10.0,3,Fashion,5,Single,1,1,7.0,195.82,1
13.0,32.0,3,Laptop & Accessory,5,Married,2,0,5.0,183.96,0
10.0,9.0,4,Mobile Phone,1,Single,5,1,3.0,151.44,0
2.0,23.0,4,Mobile Phone,3,Single,3,0,5.0,146.44,0
5.0,7.0,6,Laptop & Accessory,3,Divorced,2,0,5.0,168.45,0
24.0,17.0,4,Grocery,4,Single,4,0,3.0,231.42000000000002,0
6.0,,4,Mobile,1,Single,1,0,2.0,123.41999999999999,0
16.0,16.0,4,Laptop & Accessory,3,Married,2,0,0.0,152.57,0
2.0,15.0,4,Mobile Phone,1,Single,1,0,2.0,139.83,0
1.0,32.0,2,Mobile Phone,1,Single,3,1,2.0,154.94,0
9.0,32.0,5,Laptop & Accessory,1,Single,6,0,3.0,161.81,0
6.0,36.0,4,Mobile Phone,3,Single,11,0,8.0,165.25,0
15.0,15.0,3,Mobile Phone,1,Single,2,0,8.0,136.73,0
,20.0,3,Mobile Phone,3,Single,2,0,0.0,115.13999999999999,0
8.0,7.0,4,Mobile Phone,2,Divorced,3,0,9.0,151.91,0
1.0,11.0,4,Mobile Phone,4,Single,3,0,3.0,157.95,0
3.0,31.0,4,Fashion,4,Single,3,1,0.0,190.94,1
0.0,,3,Mobile,5,Single,6,1,4.0,126.57,1
,6.0,4,Mobile,3,Married,2,0,3.0,120.07,0
5.0,19.0,4,Mobile,4,Married,2,0,2.0,134.0,0
3.0,23.0,3,Fashion,5,Divorced,2,1,,219.16000000000003,0
10.0,10.0,2,Laptop & Accessory,5,Married,8,0,5.0,193.42,0
1.0,36.0,5,Laptop & Accessory,3,Single,3,0,9.0,170.08,1
10.0,31.0,4,Laptop & Accessory,2,Married,8,0,3.0,157.31,0
20.0,12.0,4,Laptop & Accessory,4,Married,3,1,3.0,175.21,0
,6.0,3,Mobile Phone,3,Divorced,2,0,1.0,112.22999999999999,0
12.0,8.0,1,Fashion,3,Single,1,0,7.0,178.8,0
12.0,25.0,3,Laptop & Accessory,1,Married,9,0,2.0,139.02,0
8.0,16.0,4,Laptop & Accessory,3,Married,3,0,4.0,182.14,0
11.0,8.0,3,Fashion,4,Single,8,0,0.0,173.51,0
10.0,10.0,4,Mobile Phone,4,Single,6,0,3.0,145.88,0
4.0,13.0,2,Laptop & Accessory,2,Divorced,5,0,7.0,169.29,0
1.0,12.0,5,Laptop & Accessory,3,Single,3,1,4.0,182.44,1
0.0,16.0,3,Fashion,5,Married,2,0,7.0,187.93,0
10.0,12.0,4,Laptop & Accessory,4,Single,10,0,8.0,184.14,0
9.0,14.0,2,Fashion,5,Divorced,10,0,,217.13,0
1.0,21.0,5,Mobile Phone,4,Married,3,1,3.0,162.43,1
13.0,17.0,4,Laptop & Accessory,5,Married,4,0,8.0,178.77,0
6.0,31.0,4,Laptop & Accessory,2,Divorced,3,0,8.0,178.09,0
1.0,17.0,5,Mobile Phone,5,Single,8,1,1.0,149.04,1
30.0,7.0,1,Laptop & Accessory,3,Married,1,0,8.0,149.0,0
3.0,35.0,3,Laptop & Accessory,5,Married,9,0,3.0,141.15,0
11.0,8.0,3,Laptop & Accessory,3,Divorced,10,0,0.0,165.53,0
1.0,17.0,4,Laptop & Accessory,1,Single,2,0,2.0,174.5,0
6.0,8.0,3,Mobile Phone,3,Married,2,0,4.0,136.0,0
7.0,7.0,3,Mobile,5,Married,6,0,3.0,129.96,0
15.0,9.0,1,Laptop & Accessory,1,Married,3,1,3.0,152.31,0
18.0,7.0,5,Laptop & Accessory,3,Single,6,0,3.0,184.85,0
8.0,7.0,2,Laptop & Accessory,1,Married,2,0,,222.25,0
14.0,16.0,4,Grocery,5,Married,5,0,7.0,271.81,0
7.0,16.0,3,Mobile,3,Single,2,1,2.0,129.36,1
1.0,15.0,4,Mobile Phone,5,Married,3,1,1.0,148.98,1
20.0,22.0,4,Others,4,Married,7,0,4.0,315.81,0
13.0,9.0,2,Fashion,3,Single,2,0,8.0,203.8,0
1.0,23.0,4,Mobile Phone,4,Married,4,1,3.0,148.73,1
1.0,18.0,3,Laptop & Accessory,3,Divorced,10,0,3.0,172.07,1
9.0,9.0,3,Laptop & Accessory,4,Single,4,1,1.0,192.78,0
10.0,10.0,5,Fashion,2,Divorced,6,0,,221.99,0
5.0,35.0,3,Mobile Phone,3,Single,10,0,7.0,140.25,0
8.0,8.0,4,Fashion,4,Married,3,0,4.0,202.74,0
12.0,9.0,6,Laptop & Accessory,1,Married,4,1,4.0,179.05,0
,8.0,3,Mobile Phone,4,Single,2,0,0.0,113.93,1
4.0,18.0,3,Laptop & Accessory,1,Married,1,1,5.0,158.55,0
0.0,16.0,3,Laptop & Accessory,5,Single,2,0,8.0,142.13,1
1.0,9.0,5,Mobile Phone,1,Single,2,0,2.0,164.04,0
7.0,12.0,4,Fashion,4,Divorced,8,0,9.0,243.77999999999997,0
13.0,20.0,5,Grocery,4,Married,8,1,3.0,296.23,0
,11.0,3,Mobile Phone,4,Single,2,1,0.0,118.78,1
1.0,9.0,5,Mobile Phone,2,Single,9,0,1.0,152.85,1
8.0,13.0,5,Laptop & Accessory,4,Married,8,0,1.0,170.05,0
10.0,17.0,4,Fashion,4,Married,7,0,8.0,198.14,1
26.0,127.0,4,Mobile Phone,1,Married,4,0,1.0,159.82,0
21.0,,1,Mobile,4,Single,6,0,0.0,125.59,0
8.0,18.0,5,Laptop & Accessory,4,Divorced,6,0,9.0,169.9,0
0.0,,2,Mobile,4,Married,2,1,2.0,123.28,0
10.0,18.0,4,Fashion,1,Married,2,0,,222.38,0
8.0,24.0,3,Fashion,2,Single,3,0,2.0,193.62,0
9.0,,1,Laptop & Accessory,1,Married,5,0,3.0,125.71000000000001,0
21.0,8.0,4,Fashion,4,Married,2,0,13.0,244.57,0
3.0,27.0,4,Mobile Phone,2,Divorced,3,0,3.0,146.57,0
13.0,16.0,4,Laptop & Accessory,4,Married,8,0,3.0,168.52,0
9.0,12.0,5,Mobile,3,Married,2,0,7.0,127.41,0
2.0,21.0,4,Laptop & Accessory,3,Single,1,1,8.0,141.93,0
10.0,16.0,4,Fashion,1,Married,6,0,,225.96,1
2.0,24.0,4,Laptop & Accessory,5,Married,3,0,9.0,170.58,0
15.0,23.0,1,Laptop & Accessory,5,Single,4,1,2.0,165.45,0
0.0,35.0,5,Laptop & Accessory,5,Single,9,0,2.0,149.69,1
0.0,,3,Mobile,1,Single,3,0,2.0,125.80000000000001,0
16.0,9.0,4,Laptop & Accessory,2,Divorced,3,0,3.0,165.89,0
6.0,28.0,3,Laptop & Accessory,4,Married,1,0,7.0,161.46,0
21.0,8.0,3,Laptop & Accessory,2,Divorced,3,0,7.0,140.51,0
4.0,30.0,6,Mobile Phone,3,Married,3,0,10.0,151.13,0
13.0,9.0,5,Laptop & Accessory,3,Single,3,0,11.0,170.53,0
10.0,13.0,2,Laptop & Accessory,5,Married,5,1,3.0,180.62,0
12.0,9.0,4,Mobile Phone,1,Married,3,1,1.0,142.02,0
21.0,9.0,4,Others,4,Single,9,1,9.0,317.46,1
0.0,,4,Mobile,4,Married,2,1,0.0,124.13,1
17.0,16.0,4,Mobile Phone,3,Single,6,0,3.0,149.38,0
9.0,21.0,5,Laptop & Accessory,1,Married,2,0,11.0,154.06,0
16.0,10.0,4,Fashion,2,Single,4,0,17.0,202.31,0
1.0,31.0,5,Fashion,5,Single,3,0,,212.22,1
4.0,9.0,5,Mobile Phone,1,Single,2,0,3.0,152.2,0
0.0,21.0,5,Laptop & Accessory,1,Married,7,1,2.0,154.4,1
23.0,15.0,5,Laptop & Accessory,4,Married,3,0,8.0,176.3,0
